"CU_NUMBER","CycleDate","JoinNumber","CU_NAME","TradeNamesId","TradeName"
18297,12/31/2024 0:00:00,9632,"COASTAL",1059,"United Members Title"
18343,12/31/2024 0:00:00,9653,"USEM MENA",807,"USEM Mena Federal Credit Union"
18616,12/31/2024 0:00:00,9811,"DUKE UNIVERSITY",55,"Duke Credit Union"
18635,12/31/2024 0:00:00,9822,"PORT WASHINGTON",1151,"pwfcu"
18635,12/31/2024 0:00:00,9822,"PORT WASHINGTON",1152,"pwfcu"
18708,12/31/2024 0:00:00,9854,"PARTNERS",1104,"Partners Federal Credit Union"
18710,12/31/2024 0:00:00,9856,"GARDEN SAVINGS",400,"Garden Savings"
18814,12/31/2024 0:00:00,9905,"GARLAND COUNTY EDUCATORS",688,"GCEFCU"
18965,12/31/2024 0:00:00,9975,"OKUNITY",1101,"Oklahoma Community Credit Union"
19263,12/31/2024 0:00:00,10142,"EASTRISE",1160,"EastRise Federal Credit Union"
19263,12/31/2024 0:00:00,10142,"EASTRISE",1161,"EastRise Credit Union"
19263,12/31/2024 0:00:00,10142,"EASTRISE",1162,"eastrise.com"
19307,12/31/2024 0:00:00,10173,"PURDUE",330,"Purdue Federal"
19355,12/31/2024 0:00:00,10205,"DFCU TULSA",899,"Diamond Federal Credit Union"
19440,12/31/2024 0:00:00,10261,"MINNESOTA VALLEY",558,"MVFCU"
19440,12/31/2024 0:00:00,10261,"MINNESOTA VALLEY",1149,"MN Valley FCU"
19508,12/31/2024 0:00:00,10304,"QUEST",390,"AG*Quest"
19508,12/31/2024 0:00:00,10304,"QUEST",952,"Quest Exploration podcast"
19593,12/31/2024 0:00:00,10357,"SAINT FRANCIS EMPLOYEES",361,"Saint Francis Credit Union"
19608,12/31/2024 0:00:00,10364,"TRI-CITIES COMMUNITY",602,"Tri-CU Credit Union"
19668,12/31/2024 0:00:00,10405,"FIVE STAR OF MARYLAND",707,"Five Star Federal Credit Union"
19668,12/31/2024 0:00:00,10405,"FIVE STAR OF MARYLAND",708,"Five Star FCU"
19976,12/31/2024 0:00:00,10595,"FIRST TECHNOLOGY",79,"Addison Avenue Financial Service"
19976,12/31/2024 0:00:00,10595,"FIRST TECHNOLOGY",937,"First Tech Federal Credit Union"
20207,12/31/2024 0:00:00,10755,"PENN",892,"PennCU"
20258,12/31/2024 0:00:00,10787,"RELIANT COMMUNITY",58,"Reliant Credit Union"
20469,12/31/2024 0:00:00,10927,"I.B.E.W. LU 66",483,"MyCU66"
20516,12/31/2024 0:00:00,10960,"KAIPERM NORTHWEST",746,"KAIPERM NW CREDIT UNION"
20516,12/31/2024 0:00:00,10960,"KAIPERM NORTHWEST",747,"KAIPERM CU"
20543,12/31/2024 0:00:00,10978,"CAPITAL AREA REALTORS",1113,"CARFCU"
20842,12/31/2024 0:00:00,11185,"UNO",1070,"UNOFCU"
20842,12/31/2024 0:00:00,11185,"UNO",1071,"UNO FCU"
20842,12/31/2024 0:00:00,11185,"UNO",1156,"UNO FEDERAL CREDIT UNION"
20842,12/31/2024 0:00:00,11185,"UNO",1157,"UNIVERSITY OF NEW ORLEANS FEDERAL CREDIT UNION"
21073,12/31/2024 0:00:00,11358,"1ST MISSISSIPPI",198,"1st Mississippi FCU"
21073,12/31/2024 0:00:00,11358,"1ST MISSISSIPPI",401,"1st MS"
21157,12/31/2024 0:00:00,11422,"CINCINNATI HEALTHCARE ASSOCIATES",338,"CHCA FCU"
21644,12/31/2024 0:00:00,11837,"TORO EMPLOYEES",568,"Toro Credit Union"
21658,12/31/2024 0:00:00,11850,"GENESEE VALLEY",674,"GVFCU"
21658,12/31/2024 0:00:00,11850,"GENESEE VALLEY",950,"SUNY Geneseo FCU a division of GVFCU"
22167,12/31/2024 0:00:00,12313,"TONAWANDA VALLEY",37,"TVFCU"
22213,12/31/2024 0:00:00,12357,"HEALTH CARE PROFESSIONALS",843,"HCP Credit Union"
22592,12/31/2024 0:00:00,12724,"POLISH & SLAVIC",115,"PSFUK"
22592,12/31/2024 0:00:00,12724,"POLISH & SLAVIC",116,"PSFCU"
22592,12/31/2024 0:00:00,12724,"POLISH & SLAVIC",117,"Nasza Unia"
22637,12/31/2024 0:00:00,12769,"ARDENT",561,"Ardent Credit Union"
22754,12/31/2024 0:00:00,12883,"C C S E",575,"CCSE"
23184,12/31/2024 0:00:00,13313,"TEXAS ASSOCIATIONS OF PROFESSIONALS",1038,"TAP FCU"
23279,12/31/2024 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",114,"Oakland University Credit Union"
23279,12/31/2024 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1022,"Collegiate Credit Union"
23279,12/31/2024 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1023,"AlumniFi"
23279,12/31/2024 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1165,"Pillur"
23279,12/31/2024 0:00:00,13408,"MICHIGAN STATE UNIVERSITY",1168,"Truly U"
23521,12/31/2024 0:00:00,13650,"DIGITAL",1088,"DCU"
23582,12/31/2024 0:00:00,13711,"BAYOU CITY",50,"BCFCU"
23582,12/31/2024 0:00:00,13711,"BAYOU CITY",323,"Bayou City FCU"
23865,12/31/2024 0:00:00,13994,"SYRACUSE COOPERATIVE",360,"Cooperative Federal"
23952,12/31/2024 0:00:00,14080,"UNITED ARKANSAS",721,"United Arkansas Credit Union"
24029,12/31/2024 0:00:00,14157,"SCIENT",368,"Scient Insurance Services"
24029,12/31/2024 0:00:00,14157,"SCIENT",369,"Scient Financial Services"
24029,12/31/2024 0:00:00,14157,"SCIENT",423,"Scient Investment Services"
24077,12/31/2024 0:00:00,14205,"ALTRA",202,"Altra"
24077,12/31/2024 0:00:00,14205,"ALTRA",667,"SAM-E"
24192,12/31/2024 0:00:00,14319,"BEVERLY MUNICIPAL",939,"Beverly Credit Union"
24212,12/31/2024 0:00:00,14339,"SCHOOLSFIRST",38,"SchoolsFirst FCU"
24219,12/31/2024 0:00:00,14346,"MT. AIRY BAPTIST CHURCH",406,"MABCFCU"
24223,12/31/2024 0:00:00,14350,"USF FEDERAL CREDIT UNION",518,"Darden Credit Union"
24235,12/31/2024 0:00:00,14362,"OPERATING ENGINEERS LOCAL UNION #3",1159,"OE Federal Credit Union"
24254,12/31/2024 0:00:00,14381,"FIRST CITIZENS'",403,"Think First"
24254,12/31/2024 0:00:00,14381,"FIRST CITIZENS'",404,"First @ Work"
24254,12/31/2024 0:00:00,14381,"FIRST CITIZENS'",482,"Coastal Outsourced Solutions"
24254,12/31/2024 0:00:00,14381,"FIRST CITIZENS'",717,"Southcoast Real Estate Holdings"
24254,12/31/2024 0:00:00,14381,"FIRST CITIZENS'",770,"First Citizens' Charitable Fund"
24254,12/31/2024 0:00:00,14381,"FIRST CITIZENS'",771,"Coastal Commercial Lending Servi"
24326,12/31/2024 0:00:00,14451,"CHEVRON",310,"Spectrum Credit Union"
24326,12/31/2024 0:00:00,14451,"CHEVRON",311,"Chevron Federal Credit Union"
24382,12/31/2024 0:00:00,14993,"CREDIT HUMAN",271,"Credit Human Investment Center"
24382,12/31/2024 0:00:00,14993,"CREDIT HUMAN",627,"Credit Human Inv Ctr, CUSO FInan"
24404,12/31/2024 0:00:00,19930,"CARO",615,"Caro Smart Financial Solutions"
24414,12/31/2024 0:00:00,15240,"BUILDING TRADES",286,"Building Trades Credit Union"
24422,12/31/2024 0:00:00,15042,"UP ARKANSAS",884,"UP Federal Credit Union"
24438,12/31/2024 0:00:00,15178,"ALLEGACY",870,"FAMCA"
24443,12/31/2024 0:00:00,24321,"PIONEER VALLEY",340,"Pioneer Valley Credit Union"
24451,12/31/2024 0:00:00,21052,"SPOKANE MEDIA",1102,"Media Credit Union"
24524,12/31/2024 0:00:00,16602,"TINKER",144,"Tinker FCU"
24524,12/31/2024 0:00:00,16602,"TINKER",145,"TFCU"
24524,12/31/2024 0:00:00,16602,"TINKER",851,"TFCU Prime Business Solutions"
24534,12/31/2024 0:00:00,14923,"AMERICA'S FIRST",246,"America's First Financial"
24534,12/31/2024 0:00:00,14923,"AMERICA'S FIRST",670,"Amfirst"
24540,12/31/2024 0:00:00,20076,"MUTUAL FIRST",477,"Mutual 1st Federal"
24542,12/31/2024 0:00:00,21055,"SAN FRANCISCO",1114,"San Francisco Federal Credit Union"
24552,12/31/2024 0:00:00,14909,"NOBLE",891,"Noble Credit Union"
24553,12/31/2024 0:00:00,21906,"LOS ANGELES POLICE",99,"LAPFCU"
24629,12/31/2024 0:00:00,24004,"TRUST",378,"River City United Credit Union"
24658,12/31/2024 0:00:00,21168,"NEXTMARK",1087,"NextMark Federal Credit Union"
24668,12/31/2024 0:00:00,17277,"CENTURYFIRST",733,"Southern Mississippi FCU"
24692,12/31/2024 0:00:00,16757,"MOUNTAIN AMERICA",123,"Mountain America Credit Union"
24693,12/31/2024 0:00:00,16634,"GOLDENWEST",342,"USUCU Div of Goldenwest FCU"
24693,12/31/2024 0:00:00,16634,"GOLDENWEST",343,"Goldenwest Financial Services"
24693,12/31/2024 0:00:00,16634,"GOLDENWEST",577,"HealthCare CU a Co of Goldenwest"
24698,12/31/2024 0:00:00,21255,"JORDAN",339,"Jordan Credit Union"
24703,12/31/2024 0:00:00,219,"TRAX",938,"TRAX CREDIT UNION"
24708,12/31/2024 0:00:00,21360,"DESERET FIRST",1194,"Deseret First Credit Union"
24710,12/31/2024 0:00:00,20413,"UNIVERSITY FIRST",962,"UFirst Credit Union"
24725,12/31/2024 0:00:00,18272,"OHIO HEALTHCARE",191,"MedPro"
24725,12/31/2024 0:00:00,18272,"OHIO HEALTHCARE",192,"HealthCare Credit Union System"
24742,12/31/2024 0:00:00,17005,"HERITAGE FAMILY",12,"Heritage Family Credit Union"
24746,12/31/2024 0:00:00,21072,"HORIZON UTAH",301,"Horizon Credit Union"
24784,12/31/2024 0:00:00,26413,"NEW COVENANT DOMINION",991,"New Covenant Dominion Credit Union"
24802,12/31/2024 0:00:00,26418,"SELF-HELP",583,"Seaway, a div of SHFCU"
24808,12/31/2024 0:00:00,14628,"SKYLA",1026,"Skyla Credit Union"
24812,12/31/2024 0:00:00,15005,"WESTREET",971,"WeStreet Federal Credit Union"
24812,12/31/2024 0:00:00,15005,"WESTREET",972,"WeStreet Credit Union"
24816,12/31/2024 0:00:00,14589,"PRECISION",350,"Precision Credit Union"
24824,12/31/2024 0:00:00,15308,"S. C. STATE",247,"SCU"
24824,12/31/2024 0:00:00,15308,"S. C. STATE",290,"State Credit Union"
24829,12/31/2024 0:00:00,26221,"HOPE",651,"Hope Credit Union"
24849,12/31/2024 0:00:00,26442,"THRIVENT",853,"Thrivent Credit Union"
24858,12/31/2024 0:00:00,15683,"MAINSTREET",924,"Mainstreet Credit Union"
24861,12/31/2024 0:00:00,26449,"LUTHERAN",761,"LutheranFCU"
24862,12/31/2024 0:00:00,26450,"THE FINEST",826,"N/A"
24875,12/31/2024 0:00:00,11779,"THE FIRST FINANCIAL",111,"First Financial Credit Union"
24889,12/31/2024 0:00:00,26456,"CLEAN ENERGY",606,"Clean Energy Credit Union"
24910,12/31/2024 0:00:00,26459,"OTOE-MISSOURIA",824,"Otoe Missouria FCU"
24910,12/31/2024 0:00:00,26459,"OTOE-MISSOURIA",825,"OMFCU"
24916,12/31/2024 0:00:00,18774,"I.L.W.U.",732,"ILWU Credit Union"
24917,12/31/2024 0:00:00,2320,"COBALT",60,"SAC FEDERAL CREDIT UNION"
24917,12/31/2024 0:00:00,2320,"COBALT",821,"Cobalt Credit Union"
24918,12/31/2024 0:00:00,21296,"DESERT RIVERS",631,"Desert Rivers Credit Union, Grand County Credit Union"
24920,12/31/2024 0:00:00,2863,"BEST REWARD",1011,"Best Reward Credit Union"
24923,12/31/2024 0:00:00,20701,"WORKERS",234,"Workers Financial Services, LLC"
24923,12/31/2024 0:00:00,20701,"WORKERS",856,"Workers Credit Union"
24927,12/31/2024 0:00:00,19821,"CREDIT UNION OF NEW JERSEY, A",941,"Credit Union of New Jersey"
24928,12/31/2024 0:00:00,26464,"FINANTA",1009,"Community First Fund Credit Union"
24929,12/31/2024 0:00:00,4529,"MC",121,"MCFCU"
24929,12/31/2024 0:00:00,4529,"MC",122,"M-C Federal Credit Union"
24929,12/31/2024 0:00:00,4529,"MC",391,"Members Choice Financial Credit"
24929,12/31/2024 0:00:00,4529,"MC",392,"MC Financial Credit Union"
24929,12/31/2024 0:00:00,4529,"MC",440,"M-C Financial Credit Union"
24929,12/31/2024 0:00:00,4529,"MC",907,"MC Federal Credit Union"
24931,12/31/2024 0:00:00,4927,"PARK",1181,"Park Community Credit Union"
24936,12/31/2024 0:00:00,17491,"ALLEGIANCE",954,"Allegiance Credit Union"
24940,12/31/2024 0:00:00,26468,"PEOPLE TRUST COMMUNITY",1004,"People Trust Community"
24948,12/31/2024 0:00:00,17818,"MUTUAL",1074,"Mutual Credit Union"
24954,12/31/2024 0:00:00,17870,"NAVIGATOR",212,"NCU Wealth Management"
24955,12/31/2024 0:00:00,18511,"RIVER REGION COMMUNITY",1065,"River Region Credit Union"
24957,12/31/2024 0:00:00,6260,"COASTHILLS",1080,"CoastHills"
24957,12/31/2024 0:00:00,6260,"COASTHILLS",1081,"CoastHills Credit Union"
24957,12/31/2024 0:00:00,6260,"COASTHILLS",1082,"CoastHills Federal Credit Union (as of 1/19/24)"
24963,12/31/2024 0:00:00,5770,"FIRST SOUTH FINANCIAL",1084,"First South Financial"
24963,12/31/2024 0:00:00,5770,"FIRST SOUTH FINANCIAL",1085,"First South Financial FCU"
24963,12/31/2024 0:00:00,5770,"FIRST SOUTH FINANCIAL",1158,"First South Financial Federal Credit Union"
24963,12/31/2024 0:00:00,5770,"FIRST SOUTH FINANCIAL",1163,"First South"
24969,12/31/2024 0:00:00,17056,"ALTURA",1097,"Altura Credit Union"
60024,12/31/2024 0:00:00,14508,"PRIORITY ONE",908,"Your Financial Fitness Center"
60042,12/31/2024 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",900,"One Washington Financial LLC"
60042,12/31/2024 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1108,"WSECU"
60042,12/31/2024 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1126,"WSECU INSURANCE SERVICES"
60042,12/31/2024 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1127,"WSECU INVESTMENT MANAGEMENT"
60042,12/31/2024 0:00:00,14524,"WASHINGTON STATE EMPLOYEES",1128,"WASHINGTON STATE EMPLOYEES CREDIT UNION"
60079,12/31/2024 0:00:00,14557,"COMMUNITY 1ST",844,"ezsolarloan"
60103,12/31/2024 0:00:00,14579,"FIRST COMMUNITY",933,"FCCU Home Loans"
60103,12/31/2024 0:00:00,14579,"FIRST COMMUNITY",934,"First Community Home Loans"
60137,12/31/2024 0:00:00,14611,"DOW",999,"Dow Chemical Employees' Credit Union"
60205,12/31/2024 0:00:00,14675,"GULF",797,"Gulf Credit Union"
60215,12/31/2024 0:00:00,14684,"SUPERIOR CREDIT UNION",957,"Superior Credit Union"
60238,12/31/2024 0:00:00,14704,"GREAT LAKES",314,"GLCU"
60327,12/31/2024 0:00:00,14783,"GALE",1053,"Kemba Peoria Credit Union, a Division of Gale Credit Union"
60327,12/31/2024 0:00:00,14783,"GALE",1054,"Tazewell Area Credit Union, a Division of Gale Credit Union"
60337,12/31/2024 0:00:00,14790,"I. H. MISSISSIPPI VALLEY",749,"IHMVCU"
60377,12/31/2024 0:00:00,14824,"MINNESOTA POWER EMPLOYEES",687,"MPECU"
60520,12/31/2024 0:00:00,14954,"EDUCATIONAL EMPLOYEES",210,"EECU"
60666,12/31/2024 0:00:00,15083,"SOVITA",648,""
60700,12/31/2024 0:00:00,15113,"ARROWHEAD CENTRAL",712,"Desert Communities Credit Union"
60700,12/31/2024 0:00:00,15113,"ARROWHEAD CENTRAL",713,"a Division of Arrowhead"
60716,12/31/2024 0:00:00,15129,"ONE CREDIT UNION OF NY",448,"ONE CU"
60768,12/31/2024 0:00:00,15176,"HOOSIER HILLS",150,"Hoosier Hills Investment"
60768,12/31/2024 0:00:00,15176,"HOOSIER HILLS",979,"Hoosier Hills Insurance Agency"
60780,12/31/2024 0:00:00,15188,"CRANSTON MUNICIPAL EMPLOYEES",988,"CME Credit Union"
60780,12/31/2024 0:00:00,15188,"CRANSTON MUNICIPAL EMPLOYEES",989,"CME CU"
60784,12/31/2024 0:00:00,15191,"CALIFORNIA",582,"North Island Credit Union"
60801,12/31/2024 0:00:00,15207,"BLUPEAK",53,"USE Credit Union"
60806,12/31/2024 0:00:00,15212,"TEXANS",251,"Texans Credit Union"
60816,12/31/2024 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",703,"Community Credit Union"
60816,12/31/2024 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",704,"CommunityCreditUnion of Florida"
60816,12/31/2024 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",705,"CCU"
60816,12/31/2024 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",958,"Community Credit Union Florida"
60816,12/31/2024 0:00:00,15221,"COMMUNITY CREDIT UNION OF FLORIDA",959,"CCU Florida"
60928,12/31/2024 0:00:00,15314,"KIMBERLY CLARK",1056,"STIFEL"
60931,12/31/2024 0:00:00,15317,"MICHIGAN EDUCATIONAL",478,"MECU Financial"
60967,12/31/2024 0:00:00,15349,"HUNTINGTON BEACH",199,"HBCU"
61003,12/31/2024 0:00:00,15383,"WHEELHOUSE",790,"Wheelhouse Credit Union"
61003,12/31/2024 0:00:00,15383,"WHEELHOUSE",792,"Wheelhouse"
61004,12/31/2024 0:00:00,15384,"SAN DIEGO COUNTY",182,"SDCCU.com"
61004,12/31/2024 0:00:00,15384,"SAN DIEGO COUNTY",183,"SDCCU"
61088,12/31/2024 0:00:00,15461,"OKLAHOMA EDUCATORS",120,"OECU"
61089,12/31/2024 0:00:00,15462,"HOMELAND",827,"38376PJ92"
61089,12/31/2024 0:00:00,15462,"HOMELAND",828,"3140JA2P2"
61089,12/31/2024 0:00:00,15462,"HOMELAND",829,"3138MFRK5"
61089,12/31/2024 0:00:00,15462,"HOMELAND",830,"3138ETGG5"
61089,12/31/2024 0:00:00,15462,"HOMELAND",831,"3138ETDF0"
61089,12/31/2024 0:00:00,15462,"HOMELAND",832,"3138EPM27"
61089,12/31/2024 0:00:00,15462,"HOMELAND",833,"31326FZA9"
61089,12/31/2024 0:00:00,15462,"HOMELAND",834,"3128JPZ78"
61089,12/31/2024 0:00:00,15462,"HOMELAND",835,"31288QE48"
61093,12/31/2024 0:00:00,15466,"VIBRANT",626,"Vibrant Credit Union"
61123,12/31/2024 0:00:00,15493,"LOUISVILLE GAS AND ELECTRIC COMPANY",1183,"LG&E Co. Credit Union"
61160,12/31/2024 0:00:00,15524,"MEMBERS FIRST CREDIT UNION OF FLORI",894,"Members First Credit Union"
61160,12/31/2024 0:00:00,15524,"MEMBERS FIRST CREDIT UNION OF FLORI",895,"Members First"
61185,12/31/2024 0:00:00,15549,"LEADERS CREDIT UNION",1116,"Leaders Mortgage Services"
61185,12/31/2024 0:00:00,15549,"LEADERS CREDIT UNION",1117,"Leaders Investment Services"
61185,12/31/2024 0:00:00,15549,"LEADERS CREDIT UNION",1118,"Leaders Business Services"
61186,12/31/2024 0:00:00,15550,"UNITED BAY COMMUNITY",1179,"Ubay"
61330,12/31/2024 0:00:00,15681,"NEWPORT NEWS SHIPBUILDING EMPLOYEES",772,"BayPort Credit Union"
61387,12/31/2024 0:00:00,15733,"BHCU",1138,"Propell Credit Union"
61437,12/31/2024 0:00:00,15777,"COMMONWEALTH",1198,"Commonwealth Credit Union"
61650,12/31/2024 0:00:00,15972,"THE GOLDEN 1",219,"The Golden 1 Credit Union"
61650,12/31/2024 0:00:00,15972,"THE GOLDEN 1",220,"Golden 1 Credit Union"
61650,12/31/2024 0:00:00,15972,"THE GOLDEN 1",221,"Golden 1"
61650,12/31/2024 0:00:00,15972,"THE GOLDEN 1",222,"G1"
61693,12/31/2024 0:00:00,16012,"RURAL COOPERATIVES",726,"Rural Co-op CU"
61693,12/31/2024 0:00:00,16012,"RURAL COOPERATIVES",1176,"RCCU"
61698,12/31/2024 0:00:00,16016,"MICHIGAN UNITED",744,"Metro North Credit Union"
61698,12/31/2024 0:00:00,16016,"MICHIGAN UNITED",852,"Lakes Community Credit Union"
61708,12/31/2024 0:00:00,16026,"ARBOR FINANCIAL",295,"ECCU"
61708,12/31/2024 0:00:00,16026,"ARBOR FINANCIAL",515,"Arbor Financial"
61708,12/31/2024 0:00:00,16026,"ARBOR FINANCIAL",572,"Educational Community CU"
61708,12/31/2024 0:00:00,16026,"ARBOR FINANCIAL",686,"AFCU"
61734,12/31/2024 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",419,"Rio Grande Valley CU"
61734,12/31/2024 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",420,"Rio Grande Valley Credit Union"
61734,12/31/2024 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",421,"RGVCU"
61734,12/31/2024 0:00:00,16048,"RIO GRANDE VALLEY CREDIT UNION",422,"RGV Credit Union"
61936,12/31/2024 0:00:00,16238,"ENERGY CAPITAL",370,"ECCU"
61986,12/31/2024 0:00:00,16286,"GRATIOT COMMUNITY",155,"GCCU"
62031,12/31/2024 0:00:00,16329,"HEARTLAND",289,"HCU"
62049,12/31/2024 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",373,"MSGCU"
62049,12/31/2024 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",714,"MSGCU Financial"
62049,12/31/2024 0:00:00,16347,"MICHIGAN SCHOOLS AND GOVERNMENT",765,"MSGCU Investment Services"
62072,12/31/2024 0:00:00,16368,"IGNITE",621,"BlueOx Investment Services"
62258,12/31/2024 0:00:00,16536,"COAST GUARD EMPLOYEES",146,"CGECU"
62406,12/31/2024 0:00:00,16675,"BRIDGE",324,"STE Credit Union"
62406,12/31/2024 0:00:00,16675,"BRIDGE",981,"Struthers CU  A Division of Bridge Credit Union"
62406,12/31/2024 0:00:00,16675,"BRIDGE",1136,"YSCU A Division of Bridge Credit Union"
62431,12/31/2024 0:00:00,16697,"EXPREE",822,"Expree"
62536,12/31/2024 0:00:00,16796,"VIRGINIA UNITED METHODIST",579,"The United Methodist CU"
62574,12/31/2024 0:00:00,16833,"PREMIER MEMBERS",643,"Premier Members CU"
62574,12/31/2024 0:00:00,16833,"PREMIER MEMBERS",644,"PMCU"
62604,12/31/2024 0:00:00,16863,"BOEING EMPLOYEES",67,"BECU"
62745,12/31/2024 0:00:00,17002,"ONPOINT COMMUNITY",216,"OnPoint Insurance Services"
62745,12/31/2024 0:00:00,17002,"ONPOINT COMMUNITY",217,"OnPoint Community Credit Union"
62745,12/31/2024 0:00:00,17002,"ONPOINT COMMUNITY",218,"OnPoint Business Services"
62745,12/31/2024 0:00:00,17002,"ONPOINT COMMUNITY",442,"OnPoint Mortgage"
62745,12/31/2024 0:00:00,17002,"ONPOINT COMMUNITY",443,"OnPoint Wealth Management and In"
62801,12/31/2024 0:00:00,17057,"WEST COMMUNITY",304,"Tigers Community Credit Union"
62801,12/31/2024 0:00:00,17057,"WEST COMMUNITY",628,"West Community Mortgage"
62848,12/31/2024 0:00:00,17101,"TELHIO",249,"Telhio"
62848,12/31/2024 0:00:00,17101,"TELHIO",250,"Telhio Credit Union"
62848,12/31/2024 0:00:00,17101,"TELHIO",916,"Telhio Credit Union Inc."
62848,12/31/2024 0:00:00,17101,"TELHIO",917,"Telhio CU"
62848,12/31/2024 0:00:00,17101,"TELHIO",918,"TCU"
62854,12/31/2024 0:00:00,17107,"PARTNERSHIP FINANCIAL",1112,"549300Q2D3BVMIW11R02"
62881,12/31/2024 0:00:00,17133,"ARIZONA CENTRAL",106,"Arizona Central"
62881,12/31/2024 0:00:00,17133,"ARIZONA CENTRAL",107,"ACCU"
62881,12/31/2024 0:00:00,17133,"ARIZONA CENTRAL",433,"AZCCU"
62903,12/31/2024 0:00:00,17154,"PARTNER COLORADO",147,"Eagle Legacy Credit Union"
62978,12/31/2024 0:00:00,17225,"IDEAL",5,"Postal Credit Union"
62978,12/31/2024 0:00:00,17225,"IDEAL",6,"PCU Title"
62978,12/31/2024 0:00:00,17225,"IDEAL",7,"PCU Student Credit Union"
62978,12/31/2024 0:00:00,17225,"IDEAL",8,"PCU Mortgage"
62978,12/31/2024 0:00:00,17225,"IDEAL",9,"PCU Credit Union"
62978,12/31/2024 0:00:00,17225,"IDEAL",10,"PCU Business Services"
62978,12/31/2024 0:00:00,17225,"IDEAL",11,"PCU"
62978,12/31/2024 0:00:00,17225,"IDEAL",335,"Ideal Credit Union"
62978,12/31/2024 0:00:00,17225,"IDEAL",413,"Ideal Title"
62978,12/31/2024 0:00:00,17225,"IDEAL",414,"Ideal CU"
62978,12/31/2024 0:00:00,17225,"IDEAL",445,"Ideal Student Credit Union"
63069,12/31/2024 0:00:00,17311,"POST OFFICE EMPLOYEES'",514,"POECU"
63199,12/31/2024 0:00:00,17441,"LINCOLN COUNTY",16,"LCCU"
63373,12/31/2024 0:00:00,17611,"NORTH BAY",823,"Express ACH"
63519,12/31/2024 0:00:00,17756,"BLUE FLAME",768,"BLUE FLAME CREDIT UNION"
63783,12/31/2024 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",653,"Members Choice CU"
63783,12/31/2024 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",654,"Illinois Electric Financial CU"
63783,12/31/2024 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",784,"Parish Members CU"
63783,12/31/2024 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",845,"IRSE Credit Union"
63783,12/31/2024 0:00:00,18011,"COOPERATIVE CHOICE NETWORK",1180,"Tazewell County School Employees CU"
63789,12/31/2024 0:00:00,18017,"ALLIANCE",233,"Alliance Credit Union"
63828,12/31/2024 0:00:00,18056,"CPORT",1105,"cPort Credit Union"
63828,12/31/2024 0:00:00,18056,"CPORT",1106,"cPort"
63829,12/31/2024 0:00:00,18057,"ST. MARY'S BANK",241,"The Mortgage Center-St Mary's Bank"
63829,12/31/2024 0:00:00,18057,"ST. MARY'S BANK",243,"St Mary's Financial Services"
63829,12/31/2024 0:00:00,18057,"ST. MARY'S BANK",244,"St Mary's Bank"
63837,12/31/2024 0:00:00,18065,"ADELFI",1055,"AdelFi"
63958,12/31/2024 0:00:00,18186,"1ST UNITED",487,"1st United Credit Union"
64049,12/31/2024 0:00:00,18277,"DUPACO COMMUNITY",93,"Dupaco"
64166,12/31/2024 0:00:00,18394,"MARION AND POLK SCHOOLS",31,"Maps Credit Union"
64203,12/31/2024 0:00:00,18431,"GREATER IOWA",1024,"GICU"
64281,12/31/2024 0:00:00,18509,"CHEROKEE STRIP",878,"Cherokee Strip Insurance Agency"
64281,12/31/2024 0:00:00,18509,"CHEROKEE STRIP",879,"Cherokee Strip Credit Union"
64598,12/31/2024 0:00:00,18826,"ALABAMA STATE EMPLOYEES",730,"ASE Credit Union"
64655,12/31/2024 0:00:00,18883,"NORTHERN COMMUNITIES",312,"NCCYou"
64834,12/31/2024 0:00:00,19062,"CALIFORNIA LITHUANIAN",1000,"CLCU"
64896,12/31/2024 0:00:00,19124,"UTILITIES EMPLOYEES",1111,"UECU"
64913,12/31/2024 0:00:00,19141,"ON TAP",580,"On Tap Credit Union"
64913,12/31/2024 0:00:00,19141,"ON TAP",581,"Coors Credit Union"
64920,12/31/2024 0:00:00,19148,"ILLINOIS STATE",387,"ItsMyCredit Union"
65059,12/31/2024 0:00:00,19287,"NIKKEI",689,"Mabuhay Credit Union"
65063,12/31/2024 0:00:00,19291,"NOVATION",1171,"Novation Financial"
